model,RMSE_lon,RMSE_lat,R2_lon,R2_lat
"LinearRegressionModel: uid=LinearRegression_2e694f39be40, numFeatures=22",0.01613441641566555,0.01968717329733057,0.6268705819783923,0.365832516558936
"LinearRegressionModel: uid=LinearRegression_2e694f39be40, numFeatures=22",160.19283669084697,0.019433645173727473,-3.6782321811145484E7,0.38206075260921846
