latitude,longitude
37.736183,-122.50423
37.72317,-122.4105
37.740852,-122.48306
37.78641,-122.408035
37.766937,-122.41546
37.765926,-122.466446
37.76165,-122.42241
37.76165,-122.42241
37.765926,-122.466446
37.78445,-122.41607
37.745975,-122.39704
\N,\N
37.769,-122.436584
37.753967,-122.41641
37.785492,-122.40785
37.788292,-122.4084
37.764374,-122.430885
37.78143,-122.43233
37.720123,-122.388565
37.74616,-122.38718
\N,\N
37.77749,-122.43322
37.789318,-122.415375
37.79958,-122.43094
37.779133,-122.39754
37.786503,-122.42998
\N,\N
37.79097,-122.40238
37.7814,-122.40925
37.7814,-122.40925
37.77604,-122.40253
37.781677,-122.49238
37.775627,-122.43283
37.789265,-122.401375
\N,\N
37.78245,-122.4393
37.752426,-122.394585
37.785374,-122.431366
37.78019,-122.48259
37.79072,-122.404335
37.79403,-122.415215
37.78249,-122.44582
37.78351,-122.44603
37.786247,-122.42824
37.7704,-122.460106
37.77872,-122.41474
37.789227,-122.40859
37.80335,-122.41651
37.789234,-122.39515
37.76578,-122.46965
37.807484,-122.41398
37.788944,-122.42214
37.774166,-122.45949
37.76397,-122.426315
\N,\N
37.77543,-122.410614
37.78414,-122.41095
37.752205,-122.419014
37.77207,-122.411896
37.788292,-122.4084
37.71831,-122.39655
37.789017,-122.41024
37.775894,-122.419495
37.806133,-122.409485
37.806133,-122.409485
\N,\N
37.77728,-122.43486
37.72695,-122.476036
37.779213,-122.410934
37.75883,-122.41578
37.801632,-122.44782
37.795223,-122.405846
37.804726,-122.44828
37.804726,-122.44828
37.801632,-122.44782
37.785744,-122.40583
37.775272,-122.424385
37.784348,-122.40931
37.73226,-122.423485
37.768536,-122.41561
37.773468,-122.39143
37.799,-122.44265
37.782116,-122.45009
37.764023,-122.39373
\N,\N
37.804726,-122.44828
\N,\N
37.784355,-122.432915
37.765926,-122.466446
37.754707,-122.396675
37.780537,-122.40816
37.783722,-122.41424
37.725056,-122.41347
37.72606,-122.43627
37.77762,-122.41187
37.753674,-122.48933
37.719055,-122.48142
37.78329,-122.43271
\N,\N
37.7822,-122.39473
37.803284,-122.44691
37.771397,-122.509895
37.771397,-122.509895
37.728657,-122.414955
37.764034,-122.5094
37.807163,-122.4089
37.7617,-122.41109
37.7617,-122.41109
37.7869,-122.44192
37.766903,-122.41061
37.744503,-122.45162
\N,\N
37.75539,-122.388
37.756832,-122.4067
37.790462,-122.39669
37.739952,-122.50342
37.795162,-122.39915
37.783722,-122.41424
37.792595,-122.4194
37.792595,-122.4194
37.775627,-122.43283
37.785076,-122.41114
37.790577,-122.420685
37.776707,-122.41411
37.763428,-122.41951
37.763428,-122.41951
37.790672,-122.41227
37.805172,-122.40954
37.788033,-122.406685
37.721687,-122.463585
37.7702,-122.49491
37.77999,-122.41349
37.770008,-122.44694
37.719734,-122.407974
37.780773,-122.41871
37.784084,-122.422745
37.74253,-122.48748
37.733803,-122.45117
37.797653,-122.40086
\N,\N
37.732437,-122.40561
37.732437,-122.40561
37.732437,-122.40561
37.780613,-122.42373
37.7869,-122.38878
37.77545,-122.409485
37.771397,-122.509895
37.735485,-122.39523
37.765606,-122.410484
37.780716,-122.43043
37.788033,-122.406685
37.775627,-122.43283
37.74616,-122.38718
37.73025,-122.437485
\N,\N
37.773666,-122.4257
37.763298,-122.42173
37.740192,-122.37685
37.730167,-122.38585
37.781647,-122.43061
37.726414,-122.38924
37.77499,-122.410065
37.76177,-122.38869
37.7091,-122.40598
37.7091,-122.40598
\N,\N
37.78702,-122.43346
37.786503,-122.42998
37.790787,-122.41904
37.80678,-122.41958
37.752075,-122.42114
37.719475,-122.39696
37.783215,-122.41077
37.801994,-122.41962
37.739277,-122.400246
37.77999,-122.41349
37.76549,-122.44492
37.799,-122.44265
37.776882,-122.42298
37.72874,-122.46
37.78329,-122.43271
37.79494,-122.40808
37.78047,-122.41695
\N,\N
37.794353,-122.419754
37.77335,-122.46695
37.779213,-122.410934
37.760235,-122.419205
37.7293,-122.435196
37.74937,-122.41269
\N,\N
37.757637,-122.48424
37.778786,-122.4104
37.801758,-122.42126
37.772896,-122.454285
37.780926,-122.41367
37.803135,-122.41815
37.7831,-122.41918
37.71718,-122.38627
37.784454,-122.40849
37.754826,-122.39773
37.792107,-122.40093
37.719055,-122.48142
37.780964,-122.465355
37.785233,-122.42122
37.800606,-122.40025
37.776688,-122.424515
37.74649,-122.42036
37.78217,-122.41899
37.779213,-122.410934
\N,\N
37.79843,-122.40223
37.751728,-122.40622
37.77237,-122.45079
37.75372,-122.442474
37.767056,-122.47328
37.805695,-122.40536
37.781864,-122.413864
37.745594,-122.41988
37.768177,-122.41073
37.768177,-122.41073
37.765926,-122.466446
37.73159,-122.437454
37.782024,-122.40116
37.734486,-122.457565
37.79524,-122.41994
37.74616,-122.38718
37.78393,-122.4126
37.781704,-122.4189
37.75097,-122.41284
37.73821,-122.4115
37.780006,-122.411934
37.76426,-122.389854
37.80624,-122.418785
37.78357,-122.41927
37.781754,-122.40969
37.77137,-122.42397
37.788498,-122.40677
37.749744,-122.39627
37.75656,-122.42679
\N,\N
37.767593,-122.43119
37.77604,-122.40253
37.779213,-122.410934
37.779213,-122.410934
37.73377,-122.39446
37.74329,-122.47024
37.783005,-122.412415
37.72695,-122.476036
37.801632,-122.44782
37.72993,-122.43011
37.78393,-122.4126
\N,\N
37.75235,-122.445984
37.785336,-122.42469
37.797626,-122.408615
37.782684,-122.42246
37.744682,-122.48118
37.7859,-122.39937
37.798553,-122.42398
37.7831,-122.41918
37.763298,-122.42173
37.73899,-122.403076
37.72772,-122.432365
37.72695,-122.476036
37.780163,-122.40769
37.75012,-122.390434
37.801994,-122.41962
37.758633,-122.41905
37.751144,-122.40991
37.78652,-122.41481
\N,\N
\N,\N
37.73335,-122.39658
37.80335,-122.41651
37.71119,-122.40365
37.76906,-122.43579
\N,\N
37.75263,-122.4119
37.716087,-122.38898
37.77614,-122.43632
37.718586,-122.39205
37.785564,-122.42978
37.786613,-122.4064
37.795563,-122.454666
37.782795,-122.414055
37.782795,-122.414055
\N,\N
37.73489,-122.416824
37.73586,-122.412964
37.769897,-122.43505
37.730316,-122.40471
37.793663,-122.39639
37.73355,-122.43414
37.72916,-122.39242
37.79741,-122.42544
37.783077,-122.393616
37.727974,-122.41249
37.777977,-122.409386
37.753544,-122.45257
37.771595,-122.42252
37.75091,-122.47085
37.77219,-122.45244
37.78414,-122.41095
37.722084,-122.45012
\N,\N
37.78684,-122.45012
37.781654,-122.415504
37.74885,-122.42129
37.78331,-122.41753
37.78331,-122.41753
37.78564,-122.418
37.785583,-122.41462
37.78445,-122.41607
37.781307,-122.40625
37.780006,-122.411934
37.804146,-122.42511
37.799976,-122.44285
37.80169,-122.41449
\N,\N
37.790462,-122.39669
37.790462,-122.39669
37.785492,-122.40785
37.766064,-122.47736
37.761185,-122.39834
37.792633,-122.426155
37.800133,-122.419235
37.77883,-122.39429
\N,\N
37.745953,-122.40202
37.801266,-122.4178
\N,\N
37.800316,-122.41021
37.781864,-122.413864
37.71161,-122.4048
37.781116,-122.4272
37.804565,-122.421814
37.773857,-122.40529
37.763515,-122.47819
37.77589,-122.41513
37.714355,-122.4035
37.745388,-122.42002
37.782703,-122.46977
37.78807,-122.42524
37.783928,-122.45681
37.73269,-122.45608
37.79486,-122.40488
37.78245,-122.4393
37.785744,-122.40583
37.713192,-122.456055
37.76189,-122.47266
37.77335,-122.46695
37.772343,-122.42107
37.786224,-122.38963
37.733665,-122.40351
37.735287,-122.39991
37.80258,-122.429855
37.749283,-122.504074
\N,\N
37.760887,-122.435
37.73584,-122.44999
\N,\N
37.752964,-122.50541
37.745594,-122.41988
37.757755,-122.43359
37.803963,-122.44019
37.746883,-122.442245
37.805496,-122.422005
\N,\N
37.786827,-122.41993
\N,\N
37.73916,-122.45885
\N,\N
37.789536,-122.4289
37.768536,-122.41561
37.730164,-122.39897
37.780334,-122.479385
37.73428,-122.42579
37.75762,-122.43581
37.776882,-122.42298
37.80696,-122.4105
37.71726,-122.44162
37.77623,-122.41471
37.743122,-122.403275
37.766693,-122.39266
37.80811,-122.40905
\N,\N
37.760498,-122.41484
\N,\N
37.76235,-122.40039
\N,\N
37.764194,-122.433075
37.780228,-122.481514
37.77283,-122.39137
\N,\N
37.715157,-122.4086
37.77966,-122.40929
37.785564,-122.42978
37.805824,-122.41195
37.788536,-122.42533
37.765728,-122.43547
37.78565,-122.48729
37.800964,-122.41266
\N,\N
37.78445,-122.41607
37.784046,-122.40371
37.76781,-122.44132
37.776882,-122.42298
37.781864,-122.413864
37.77815,-122.40296
37.746117,-122.44425
37.742153,-122.49605
37.787743,-122.435295
37.738323,-122.40565
37.785892,-122.41215
37.77594,-122.39797
37.804073,-122.40197
37.71169,-122.4441
37.74557,-122.4105
\N,\N
37.795685,-122.40934
37.787872,-122.4117
37.776016,-122.44478
37.796185,-122.398155
37.785564,-122.42978
37.72695,-122.476036
37.80055,-122.41595
37.747288,-122.459175
37.788696,-122.435486
37.7569,-122.42112
\N,\N
37.786106,-122.455864
\N,\N
37.78579,-122.41297
37.750835,-122.415016
\N,\N
37.736073,-122.41672
37.77063,-122.41248
37.74784,-122.4943
37.74897,-122.405624
37.786102,-122.41809
37.777493,-122.41629
37.78248,-122.42411
37.78248,-122.42411
37.800816,-122.43627
37.761566,-122.4238
\N,\N
37.762924,-122.45979
37.748405,-122.40788
37.727043,-122.38867
37.710682,-122.46616
37.753773,-122.455536
37.77966,-122.40929
37.75227,-122.41788
37.777493,-122.41629
37.77137,-122.42397
37.788,-122.3936
37.775696,-122.42105
37.747566,-122.42927
37.765053,-122.41967
37.764023,-122.39373
37.791416,-122.41411
37.735855,-122.43253
37.72283,-122.40161
37.74109,-122.47771
37.78579,-122.41297
37.80798,-122.41772
37.76897,-122.44757
37.7831,-122.41918
37.7831,-122.41918
37.8051,-122.410126
37.762672,-122.43519
37.780495,-122.432144
37.783527,-122.407486
37.784454,-122.40849
37.78456,-122.40733
37.786167,-122.42137
37.779133,-122.39754
37.768272,-122.41998
37.78734,-122.4234
37.78491,-122.40479
37.7814,-122.40925
37.73669,-122.42364
37.78743,-122.40993
\N,\N
37.747433,-122.43147
37.798443,-122.40988
37.709694,-122.415955
37.781597,-122.45418
37.792633,-122.426155
37.722572,-122.4026
37.797092,-122.39833
37.780605,-122.390526
37.770992,-122.45684
\N,\N
37.767056,-122.47328
37.80403,-122.40335
37.745296,-122.44009
37.76167,-122.44104
37.78491,-122.40479
37.788692,-122.40522
37.72395,-122.440674
37.765606,-122.410484
37.80696,-122.4105
37.784897,-122.3959
\N,\N
37.734413,-122.39334
37.73213,-122.42505
37.785564,-122.42978
37.778126,-122.39184
37.776978,-122.42969
37.776978,-122.42969
37.78702,-122.43346
37.786613,-122.4064
37.78702,-122.43346
37.79153,-122.41076
37.74503,-122.40557
\N,\N
37.77999,-122.41349
37.772865,-122.47777
37.729908,-122.39718
37.76431,-122.41036
37.73405,-122.49044
37.778126,-122.39184
37.72018,-122.4016
37.780006,-122.411934
37.756226,-122.43233
37.746098,-122.42689
37.7777,-122.43157
37.756104,-122.42104
37.70959,-122.40773
37.777493,-122.41629
37.80676,-122.41214
37.78329,-122.43271
37.715897,-122.47445
37.760887,-122.435
37.727196,-122.41545
37.772106,-122.4075
37.795143,-122.40648
\N,\N
37.770935,-122.44712
37.783722,-122.41424
37.785828,-122.40149
37.781853,-122.45214
37.74823,-122.43156
37.803036,-122.41139
37.773907,-122.41657
37.77655,-122.43303
37.785744,-122.40583
37.78701,-122.39998
37.764507,-122.428665
37.742393,-122.40584
37.780006,-122.411934
37.780006,-122.411934
37.785564,-122.42978
37.77516,-122.40363
37.71161,-122.4048
37.71161,-122.4048
37.776333,-122.394035
37.732464,-122.37959
37.716087,-122.38898
\N,\N
37.78326,-122.40271
\N,\N
37.786087,-122.43327
37.74361,-122.43768
37.77674,-122.44666
37.765606,-122.410484
37.79536,-122.41911
37.77066,-122.423904
37.805496,-122.422005
37.79138,-122.43603
37.76545,-122.47731
37.771008,-122.3912
37.783516,-122.415886
37.804565,-122.421814
37.787663,-122.41335
37.73417,-122.38791
37.763466,-122.47926
37.72308,-122.45233
37.793316,-122.40665
37.793316,-122.40665
37.80676,-122.41214
37.779213,-122.410934
37.79037,-122.42233
37.79037,-122.42233
37.74871,-122.423676
37.721626,-122.438644
37.731705,-122.39942
37.783722,-122.41424
37.783722,-122.41424
37.7831,-122.41918
37.779213,-122.410934
37.742393,-122.40584
37.781178,-122.4117
\N,\N
37.76143,-122.42608
37.79153,-122.41076
37.805695,-122.40536
37.803963,-122.44019
37.72141,-122.39374
37.753838,-122.418594
37.724693,-122.39453
37.78414,-122.41095
37.79071,-122.434204
37.763428,-122.41951
37.74359,-122.41228
37.754627,-122.40063
37.73092,-122.41503
37.78963,-122.405396
37.74616,-122.38718
37.78456,-122.40733
\N,\N
37.82412,-122.37266
37.722225,-122.39018
37.73079,-122.42839
37.71501,-122.47299
37.787716,-122.395004
\N,\N
37.779213,-122.410934
\N,\N
\N,\N
37.77909,-122.46414
37.806343,-122.41543
37.78047,-122.41695
37.78047,-122.41695
37.779564,-122.43195
37.789764,-122.397575
37.78152,-122.43912
\N,\N
37.77237,-122.45079
37.783516,-122.415886
37.789017,-122.41024
37.80382,-122.435165
37.717907,-122.40013
37.77969,-122.49329
37.78496,-122.41955
37.782124,-122.482735
37.73717,-122.38986
37.77455,-122.40952
37.73307,-122.448875
37.714268,-122.467995
\N,\N
37.785564,-122.42978
37.76966,-122.449646
37.752205,-122.419014
37.773857,-122.40529
37.780495,-122.432144
37.783215,-122.41077
\N,\N
37.759357,-122.43375
37.74883,-122.46471
37.731552,-122.40851
37.77623,-122.41471
37.78684,-122.45012
37.76371,-122.4465
\N,\N
37.780537,-122.40816
37.762318,-122.462975
37.766624,-122.42064
37.766624,-122.42064
37.74676,-122.42919
37.779213,-122.410934
37.791206,-122.41575
37.767307,-122.45316
37.769283,-122.44511
37.754387,-122.43591
37.775524,-122.42607
37.800606,-122.40025
37.787132,-122.42505
37.77737,-122.399765
37.748486,-122.44912
37.773445,-122.4237
37.716038,-122.440254
37.779354,-122.43359
37.77966,-122.40929
\N,\N
37.785892,-122.41974
37.752205,-122.419014
37.795803,-122.40414
\N,\N
37.77283,-122.39137
37.800743,-122.42611
37.784355,-122.432915
37.771397,-122.509895
37.78642,-122.45341
\N,\N
37.71646,-122.44102
\N,\N
37.780617,-122.41614
\N,\N
37.780006,-122.411934
37.714268,-122.467995
37.776825,-122.45675
37.790462,-122.39669
37.780495,-122.432144
37.766373,-122.45295
37.77199,-122.438896
37.752834,-122.38776
37.764168,-122.506195
37.738167,-122.38996
37.778603,-122.40238
37.78257,-122.4308
37.77746,-122.413155
37.77655,-122.43303
37.77655,-122.43303
37.713505,-122.41529
37.748363,-122.429344
37.746475,-122.40521
37.730938,-122.37389
37.7413,-122.387146
37.784348,-122.40931
\N,\N
37.78212,-122.40726
37.745296,-122.44009
37.78215,-122.43416
37.77516,-122.40363
37.71718,-122.38627
37.781326,-122.49987
37.74616,-122.38718
37.73451,-122.4274
37.7704,-122.460106
37.764362,-122.5019
37.78445,-122.41607
37.78393,-122.4126
37.77123,-122.45224
37.761967,-122.417175
37.793545,-122.40122
37.73717,-122.38986
37.790462,-122.39669
37.765926,-122.466446
37.72873,-122.4313
37.72873,-122.4313
37.78393,-122.4126
37.785168,-122.4179
37.783722,-122.41424
37.780495,-122.432144
37.76492,-122.42189
37.733932,-122.43037
37.77283,-122.39137
37.738647,-122.40081
37.800835,-122.42107
37.79822,-122.40386
37.775627,-122.43283
37.784237,-122.41771
37.789333,-122.39703
37.77604,-122.40253
37.795197,-122.413185
37.79494,-122.40808
37.71993,-122.38946
37.78331,-122.43948
37.78579,-122.41297
37.808212,-122.4158
37.76578,-122.40753
37.801792,-122.41367
37.78745,-122.400505
37.779213,-122.410934
37.724316,-122.45819
37.73633,-122.4639
37.753433,-122.4253
37.787766,-122.4503
37.794346,-122.40566
37.76255,-122.43406
37.722626,-122.417915
37.733223,-122.39124
37.794197,-122.40682
\N,\N
37.722466,-122.43647
\N,\N
\N,\N
37.784008,-122.40486
37.78206,-122.4274
37.77885,-122.39275
37.769917,-122.42094
37.778328,-122.39653
37.779213,-122.410934
37.749172,-122.415955
37.788,-122.3936
37.784454,-122.40849
37.78987,-122.4408
37.77136,-122.44383
37.74322,-122.45377
37.74322,-122.45377
37.755833,-122.4122
37.788033,-122.406685
37.800385,-122.44713
37.738358,-122.431244
37.74322,-122.45377
37.78641,-122.408035
37.773476,-122.41803
37.76219,-122.5082
37.776646,-122.43984
37.785892,-122.41215
37.72184,-122.45818
\N,\N
37.76882,-122.389305
37.796597,-122.41684
37.770916,-122.42852
37.771397,-122.509895
37.7419,-122.43326
37.713844,-122.43536
37.774033,-122.39558
37.7193,-122.39002
37.751972,-122.42288
37.77749,-122.43322
37.743122,-122.421486
37.75985,-122.399185
37.787453,-122.41499
37.77872,-122.41474
37.776016,-122.44478
37.782455,-122.392845
37.775787,-122.39336
37.784237,-122.41771
37.78223,-122.41029
37.78047,-122.41695
37.780495,-122.432144
37.787968,-122.418465
37.787804,-122.4235
37.776543,-122.4175
37.753838,-122.418594
37.777092,-122.42133
37.797092,-122.39833
37.78456,-122.40733
37.799683,-122.40006
37.78641,-122.408035
37.753838,-122.418594
37.7692,-122.417786
37.801266,-122.4178
37.761967,-122.417175
37.801624,-122.44489
37.72001,-122.46226
37.762577,-122.42166
37.769733,-122.39905
\N,\N
37.725792,-122.3898
37.787098,-122.387794
37.78456,-122.40733
37.76102,-122.43279
37.780163,-122.40769
37.780163,-122.40769
37.772053,-122.410675
37.78216,-122.48166
37.772457,-122.416306
37.797092,-122.39833
37.77005,-122.407
37.776222,-122.411606
37.797092,-122.39833
37.7887,-122.4203
\N,\N
37.78122,-122.389755
37.742374,-122.42197
37.773857,-122.40529
37.73526,-122.400955
37.777817,-122.423164
37.785744,-122.40583
37.7658,-122.44996
37.7758,-122.41418
37.77749,-122.43322
37.745716,-122.41724
37.783825,-122.421005
37.802166,-122.40298
37.753956,-122.4829
37.764576,-122.42756
37.805496,-122.422005
37.766193,-122.42776
37.78445,-122.41607
37.793663,-122.39639
37.753956,-122.4829
37.805496,-122.422005
37.778652,-122.47383
37.775604,-122.403076
37.723457,-122.45412
37.76928,-122.42231
37.802723,-122.43994
37.794434,-122.3978
37.751255,-122.408035
37.784348,-122.40931
37.7393,-122.401955
37.771137,-122.4008
37.72468,-122.4348
37.783516,-122.415886
37.75983,-122.42592
37.79545,-122.40041
37.765053,-122.41967
37.726738,-122.44425
37.787487,-122.418365
37.760887,-122.435
37.78145,-122.417145
37.719658,-122.46895
37.80558,-122.443985
37.767056,-122.47328
37.807484,-122.41398
37.788837,-122.38943
37.716087,-122.38898
37.806133,-122.409485
37.763496,-122.41849
37.8022,-122.41797
37.754158,-122.45962
37.717724,-122.43794
37.770008,-122.44694
37.71544,-122.48164
37.783596,-122.43024
37.721848,-122.45614
37.8022,-122.41797
37.79621,-122.40514
\N,\N
37.7143,-122.39857
37.72009,-122.429596
37.804073,-122.40197
\N,\N
37.7831,-122.41918
37.740536,-122.45891
37.72162,-122.43281
37.78638,-122.395645
\N,\N
\N,\N
37.78641,-122.408035
37.72695,-122.476036
37.764194,-122.41229
37.802826,-122.41303
37.78506,-122.42643
37.784046,-122.40371
37.76229,-122.40132
37.716038,-122.440254
37.716038,-122.440254
37.73998,-122.43749
37.788033,-122.406685
37.73167,-122.473206
37.780537,-122.40816
37.779354,-122.43359
37.753838,-122.418594
37.75823,-122.425766
37.726543,-122.43017
\N,\N
37.78145,-122.417145
37.76619,-122.40076
37.77999,-122.41349
37.78047,-122.41695
37.771008,-122.3912
37.77999,-122.41349
37.778046,-122.412415
37.776463,-122.42626
37.790276,-122.40787
37.790672,-122.41227
37.721844,-122.45716
37.79046,-122.42909
37.753956,-122.4829
37.779213,-122.410934
37.723648,-122.46023
37.764977,-122.4209
37.77746,-122.413155
37.7346,-122.39034
37.805496,-122.422005
37.78393,-122.4126
37.77326,-122.46909
37.744682,-122.48118
37.805496,-122.422005
37.79016,-122.40878
37.79769,-122.445786
37.807163,-122.4089
37.807163,-122.4089
37.78743,-122.40993
37.77082,-122.409134
37.723343,-122.41493
37.780617,-122.41614
37.72823,-122.41151
37.786102,-122.41809
37.78257,-122.4308
37.722656,-122.39261
37.77872,-122.41474
37.77872,-122.41474
37.773857,-122.40529
37.757416,-122.397
37.789165,-122.4204
37.78687,-122.42331
37.781326,-122.49987
37.78642,-122.45341
37.774094,-122.49182
37.787453,-122.41499
37.79635,-122.39696
37.71421,-122.43618
37.730015,-122.377205
37.73148,-122.40029
37.74523,-122.44127
37.76722,-122.44637
37.799427,-122.43934
37.758564,-122.46323
37.764366,-122.45882
37.764366,-122.45882
37.780495,-122.432144
37.798134,-122.42727
37.728195,-122.469055
37.754005,-122.481834
37.804764,-122.405174
37.78621,-122.45505
37.77335,-122.46695
37.77335,-122.46695
37.754826,-122.39773
37.774567,-122.44111
37.787968,-122.418465
\N,\N
37.78503,-122.40047
37.77666,-122.412155
37.787968,-122.418465
37.79709,-122.43549
37.78393,-122.4126
37.72949,-122.3814
37.78168,-122.40671
37.779213,-122.410934
\N,\N
37.78357,-122.41927
37.78445,-122.41607
37.78445,-122.41607
37.73405,-122.49044
37.720398,-122.48135
37.71543,-122.4418
37.741863,-122.50248
37.78641,-122.408035
\N,\N
37.79016,-122.42397
37.743885,-122.38312
37.733536,-122.38848
37.78249,-122.44582
37.77516,-122.40363
37.734276,-122.44889
\N,\N
37.800343,-122.41759
37.779213,-122.410934
37.799274,-122.42581
37.786167,-122.42137
37.78743,-122.40993
37.77111,-122.38953
37.722397,-122.43002
\N,\N
37.75177,-122.42633
37.753002,-122.406334
\N,\N
37.797092,-122.39833
37.797092,-122.39833
37.79907,-122.42746
37.766464,-122.42328
37.78309,-122.461205
37.788,-122.3936
37.780632,-122.47285
37.712765,-122.45014
37.78491,-122.40479
37.776707,-122.41411
37.757202,-122.43013
37.788788,-122.42706
37.788387,-122.415184
37.779213,-122.410934
37.788994,-122.44062
37.76219,-122.5082
37.782894,-122.420815
37.761463,-122.48235
37.791924,-122.41758
37.780006,-122.411934
37.78393,-122.4126
37.77532,-122.42773
37.78331,-122.41753
37.757042,-122.39568
37.79888,-122.3987
37.771008,-122.41965
37.77623,-122.41471
37.77623,-122.41471
37.800896,-122.39913
37.736736,-122.42423
37.799694,-122.42252
37.779213,-122.410934
37.78414,-122.41095
37.724316,-122.45819
37.772316,-122.4288
37.772957,-122.42376
\N,\N
\N,\N
37.784412,-122.390854
37.75097,-122.41284
\N,\N
\N,\N
37.779213,-122.410934
37.779213,-122.410934
37.768536,-122.41561
37.778328,-122.39653
37.78603,-122.478714
37.778126,-122.39184
37.782795,-122.414055
37.82789,-122.37671
37.736435,-122.39856
37.736435,-122.39856
37.783516,-122.415886
37.80798,-122.41772
37.805183,-122.403435
37.7182,-122.47539
37.77709,-122.39498
37.721672,-122.46556
37.710594,-122.46929
37.794197,-122.40682
37.77872,-122.41474
37.77718,-122.4281
37.716137,-122.463524
37.783924,-122.42778
37.735207,-122.5011
37.72873,-122.4313
37.773758,-122.408516
37.75257,-122.412994
37.80179,-122.4057
37.73405,-122.49044
37.805695,-122.40536
37.788387,-122.415184
37.77614,-122.43632
37.783005,-122.412415
37.780926,-122.41367
37.773247,-122.42899
\N,\N
37.7869,-122.38878
37.790974,-122.41739
37.765926,-122.466446
37.768177,-122.41073
37.79849,-122.435776
37.787968,-122.418465
37.764,-122.51034
37.73229,-122.3896
37.792473,-122.434555
37.77966,-122.40929
37.805496,-122.422005
37.80562,-122.413605
37.727566,-122.4354
37.797092,-122.39833
37.780716,-122.43043
37.77304,-122.430626
37.806133,-122.409485
37.751305,-122.43409
37.77999,-122.41349
37.771687,-122.43373
37.78331,-122.41753
37.771786,-122.50133
37.77499,-122.4378
37.752796,-122.40913
37.78962,-122.420494
37.71906,-122.384575
37.796806,-122.41519
37.765926,-122.466446
\N,\N
37.780495,-122.432144
37.76328,-122.48355
37.76586,-122.437065
37.742996,-122.452866
37.781754,-122.40969
37.804726,-122.44828
37.7193,-122.39002
37.778633,-122.43176
37.79635,-122.39696
37.79635,-122.39696
37.78572,-122.453255
\N,\N
37.766064,-122.47736
37.8022,-122.41797
37.778786,-122.4104
\N,\N
\N,\N
37.776543,-122.4175
\N,\N
37.73393,-122.41691
37.769,-122.436584
37.7843,-122.42102
37.74038,-122.493774
37.7216,-122.39075
37.712284,-122.40653
37.740154,-122.43584
37.720726,-122.44661
37.803135,-122.41815
37.79737,-122.42206
37.77655,-122.43303
37.74837,-122.44502
37.792385,-122.42105
37.71235,-122.41828
37.760323,-122.41264
37.80179,-122.4057
37.718124,-122.43436
37.752075,-122.40041
37.781864,-122.413864
37.783978,-122.48287
37.73046,-122.40806
37.774487,-122.48325
37.718407,-122.385155
37.779213,-122.410934
37.78963,-122.405396
37.734886,-122.40156
37.746777,-122.41912
37.75263,-122.4119
37.754707,-122.396675
37.709694,-122.415955
37.78983,-122.418846
37.743122,-122.403275
37.800404,-122.43951
37.779213,-122.410934
37.76484,-122.401596
37.806343,-122.41543
37.77749,-122.43322
37.7637,-122.41515
37.775417,-122.43449
\N,\N
37.788746,-122.42369
37.71384,-122.40446
37.773937,-122.44609
\N,\N
37.788723,-122.40207
37.790047,-122.417206
37.71876,-122.387665
37.791702,-122.41922
37.765606,-122.410484
37.801613,-122.40746
37.762318,-122.462975
37.714695,-122.48523
37.791496,-122.420876
37.80676,-122.41214
37.739277,-122.400246
37.739277,-122.400246
\N,\N
37.804073,-122.40197
37.773476,-122.41803
37.781178,-122.4117
37.804146,-122.42511
37.76814,-122.422195
37.7603,-122.41812
37.74914,-122.507286
37.77655,-122.43303
37.765003,-122.42048
37.7831,-122.41918
37.785282,-122.4095
37.7555,-122.417656
37.78505,-122.43391
37.792538,-122.39406
37.75436,-122.4366
37.75436,-122.4366
37.725304,-122.37895
37.7413,-122.387146
37.719055,-122.48142
37.78196,-122.42064
37.781326,-122.49987
37.78685,-122.39392
37.760235,-122.419205
37.7777,-122.4046
37.7777,-122.4046
37.786713,-122.42834
37.770008,-122.44694
37.737804,-122.41799
37.771725,-122.4169
37.77749,-122.43322
37.76407,-122.45578
37.76407,-122.45578
\N,\N
37.772205,-122.43723
37.764034,-122.5094
37.829548,-122.37143
37.781677,-122.49238
37.77516,-122.40363
37.734344,-122.40454
37.793976,-122.4298
37.728737,-122.4242
37.773315,-122.45097
37.728676,-122.42529
37.73011,-122.45496
37.738167,-122.38996
37.787663,-122.41335
\N,\N
37.77966,-122.40929
37.78315,-122.42256
37.77291,-122.47669
37.772896,-122.454285
37.72181,-122.41648
37.759304,-122.40794
37.78736,-122.408226
37.75157,-122.42966
37.775436,-122.41372
37.783516,-122.415886
37.779945,-122.487946
37.764362,-122.5019
37.71906,-122.384575
\N,\N
\N,\N
\N,\N
37.78285,-122.46656
37.742393,-122.40584
37.779278,-122.39221
37.744057,-122.45653
37.765877,-122.467514
37.716087,-122.38898
37.77137,-122.42397
37.71035,-122.41044
37.780823,-122.46857
\N,\N
37.776222,-122.411606
37.788177,-122.416824
37.78077,-122.46963
37.728294,-122.38755
37.762577,-122.42166
37.78393,-122.4126
37.788292,-122.4084
37.753838,-122.418594
37.741795,-122.432014
37.78702,-122.43346
37.77999,-122.41349
37.727974,-122.41249
37.739853,-122.391266
37.780994,-122.41315
37.794346,-122.40566
37.777493,-122.41629
37.723446,-122.40007
37.741795,-122.432014
37.74663,-122.43141
37.745174,-122.45227
37.745174,-122.45227
37.798687,-122.40794
37.7783,-122.441864
37.793232,-122.39318
\N,\N
37.807163,-122.4089
